,Unnamed: 0,ID,EXPECTED_RESULT,EXPECTED_TEXT,IDEA,TYPE,PATH,UUID,AGE_RANGE,FIRST_LANGUAGE,GENDER,TRANSCRIPTION,TRANSCRIPTION_STRING,TRANS_CONFIDENCE
896,896,placard,0,placard,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_placard.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f5d70>,placard,-16.2535940910751
897,897,drive_ahead,0,drive ahead,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_drive_ahead.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f5db0>,drive ahead,-15.139842650788214
898,898,move_left,1,move left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_move_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f5df0>,move left,-26.28608855191721
899,899,felt,0,felt,1,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_felt.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f5e30>,felt,-19.24305191819941
900,900,go_left,1,go left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_go_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f5e70>,go left,-24.13838592254499
901,901,air_fright,0,air fright,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_air_fright.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f5eb0>,air fright,-26.504350317037932
902,902,left_hander,0,left-hander,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_left_hander.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f5ef0>,left hander,-21.980849910474802
903,903,bad_word,0,bad word,9,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_bad_word.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f5f30>,bad word,-16.41132411084655
904,904,right_away,0,right away,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_right_away.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f5f70>,right away,-13.249767979954107
905,905,fright,0,fright,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_fright.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f5fb0>,fright,-17.93864475862223
906,906,go_back,1,go back,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_go_back.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6030>,go back,-18.8752151591946
907,907,forwardness,0,forwardness,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_forwardness.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6070>,forwardness,-17.120370257740078
908,908,manufactured,0,manufactured,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_manufactured.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f60b0>,manufactured,-19.081054267978637
909,909,grith,0,girth,1,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_grith.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f60f0>,girth,-19.782035446314936
910,910,write,0,write,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_write.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6130>,right,-17.522486829483935
911,911,drive_backward,1,drive backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_drive_backward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6170>,drive backward,-25.4022460104605
912,912,scan_right,0,scan right,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_scan_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f61b0>,scan right,-26.336050439202133
913,913,turn_right,0,turn right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_turn_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f61f0>,turn right,-21.389489945626735
914,914,right_hander,0,right-hander,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_right_hander.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6230>,right hander,-21.042639830435448
915,915,don_t_go_left,0,don't go left,6,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_don_t_go_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6270>,don't go lest,-33.19753477132715
916,916,backwardness,0,backwardness,7,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_backwardness.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f62b0>,backwardness,-21.504841227045844
917,917,turn_left,1,turn left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_turn_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f62f0>,turn left,-20.15561898702329
918,918,right,1,right,5,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6330>,right,-18.112437391007372
919,919,do_a_barrel_roll,1,do a barrel roll,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_do_a_barrel_roll.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6370>,tell a barrel roll,-22.278466088845825
920,920,backward,1,backward,5,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_backward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f63b0>,backward,-18.799241734853588
921,921,leftmost,0,leftmost,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_leftmost.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f63f0>,left most,-29.164082121280956
922,922,drive_forward,1,drive forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_drive_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6430>,drive forward,-18.911914856717715
923,923,theft,0,theft,8,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_theft.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6470>,theft,-16.297264089367957
924,924,go_backward,1,go backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_go_backward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f64b0>,go backward,-18.995382480558447
925,925,scan_left,0,scan left,7,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_scan_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f64f0>,scan lift,-30.394048017454324
926,926,stop,1,stop,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_stop.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6530>,stop,-16.167741010590017
927,927,go_forward,1,go forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_go_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6570>,go forward,-16.11278831454178
928,928,right_left,0,right left,0,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_right_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f65b0>,right left,-20.027571741092217
929,929,drive_right,1,drive right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_drive_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f65f0>,drive right,-21.202607126808658
930,930,clefting,0,clefting,2,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_clefting.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6630>,collecting,-14.739204976338414
931,931,drive_left,1,drive left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_drive_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6670>,drive left,-26.356309528510266
932,932,wright,0,wright,2,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_wright.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f66b0>,right,-17.497561120713183
933,933,go_away,1,go away,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_go_away.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f66f0>,go away,-16.334581578702434
934,934,don_t_go_backward,0,don't go backward,6,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_don_t_go_backward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6730>,don't go backward,-22.523498658673773
935,935,drawback,0,drawback,1,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_drawback.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6770>,drop back,-17.606262574394833
936,936,forward,1,forward,5,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f67b0>,forward,-17.31802573669836
937,937,rightmost,0,rightmost,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_rightmost.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f67f0>,right most,-26.82171581691788
938,938,move_forward,1,move forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_move_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6830>,move forward,-16.09312515146702
939,939,go_on,1,go on,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_go_on.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6870>,go on,-15.329364380694244
940,940,left_right,0,left right,0,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_left_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f68b0>,let write,-20.47526837350422
941,941,your_word,0,your word,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_your_word.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f68f0>,your word,-17.57037417484217
942,942,move_backward,1,move backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_move_backward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6930>,move backward,-21.118749918564404
943,943,move_right,1,move right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_move_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6970>,move right,-22.69432388226636
944,944,straightforward,0,straightforward,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03/a68d7b83-9953-4db5-9df5-8cf1beb89211_2020-08-19_20-43-03_straightforward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f69b0>,straight forward,-18.48657363459518
945,945,clefting,0,clefting,2,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/21e7411c-2673-4f24-9d36-f3b7033ac6aa_2020-08-30_10-34-15/21e7411c-2673-4f24-9d36-f3b7033ac6aa_2020-08-30_10-34-15_clefting.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f69f0>,next thing,-11.381765307198016
946,946,go_left,1,go left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/21e7411c-2673-4f24-9d36-f3b7033ac6aa_2020-08-30_10-34-15/21e7411c-2673-4f24-9d36-f3b7033ac6aa_2020-08-30_10-34-15_go_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6a30>,go lift,-21.09931272347327
947,947,move_left,1,move left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/21e7411c-2673-4f24-9d36-f3b7033ac6aa_2020-08-30_10-34-15/21e7411c-2673-4f24-9d36-f3b7033ac6aa_2020-08-30_10-34-15_move_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6a70>,both left,-15.39570306772523
948,948,left_hander,0,left-hander,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/21e7411c-2673-4f24-9d36-f3b7033ac6aa_2020-08-30_10-34-15/21e7411c-2673-4f24-9d36-f3b7033ac6aa_2020-08-30_10-34-15_left_hander.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6ab0>,left and of,-31.443034972370384
949,949,move_right,1,move right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/21e7411c-2673-4f24-9d36-f3b7033ac6aa_2020-08-30_10-34-15/21e7411c-2673-4f24-9d36-f3b7033ac6aa_2020-08-30_10-34-15_move_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6af0>,move right,-19.949110373660403
950,950,drive_ahead,0,drive ahead,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/21e7411c-2673-4f24-9d36-f3b7033ac6aa_2020-08-30_10-34-15/21e7411c-2673-4f24-9d36-f3b7033ac6aa_2020-08-30_10-34-15_drive_ahead.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6b30>,if i had,-9.107026654706871
951,951,placard,0,placard,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/21e7411c-2673-4f24-9d36-f3b7033ac6aa_2020-08-30_10-34-15/21e7411c-2673-4f24-9d36-f3b7033ac6aa_2020-08-30_10-34-15_placard.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6b70>,picard,-5.22385372833547
952,952,left_right,0,left right,0,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/21e7411c-2673-4f24-9d36-f3b7033ac6aa_2020-08-30_10-34-15/21e7411c-2673-4f24-9d36-f3b7033ac6aa_2020-08-30_10-34-15_left_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f6bb0>,left right,-12.436687033216849
