,ID,EXPECTED_RESULT,EXPECTED_TEXT,IDEA,TYPE,PATH,UUID,AGE_RANGE,FIRST_LANGUAGE,GENDER
999,go_back,1,go back,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/ff672cbd-bead-4210-948b-6eea5455b1b5_2020-08-20_22-04-38/ff672cbd-bead-4210-948b-6eea5455b1b5_2020-08-20_22-04-38_go_back.wav,ff672cbd-bead-4210-948b-6eea5455b1b5_2020-08-20_22-04-38,22-25,german,male
1000,go_away,1,go away,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_go_away.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1001,do_a_barrel_roll,1,do a barrel roll,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_do_a_barrel_roll.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1002,drive_forward,1,drive forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_drive_forward.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1003,drive_ahead,0,drive ahead,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_drive_ahead.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1004,right_away,0,right away,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_right_away.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1005,left_hander,0,left-hander,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_left_hander.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1006,backward,1,backward,5,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_backward.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1007,leftmost,0,leftmost,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_leftmost.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1008,go_on,1,go on,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_go_on.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1009,turn_left,1,turn left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_turn_left.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1010,air_fright,0,air fright,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_air_fright.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1011,theft,0,theft,8,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_theft.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1012,manufactured,0,manufactured,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_manufactured.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1013,turn_right,0,turn right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_turn_right.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1014,scan_right,0,scan right,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_scan_right.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1015,stop,1,stop,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_stop.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1016,forwardness,0,forwardness,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_forwardness.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1017,fright,0,fright,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_fright.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1018,go_right,1,go right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_go_right.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1019,move_left,1,move left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_move_left.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1020,backwardness,0,backwardness,7,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_backwardness.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1021,bad_word,0,bad word,9,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_bad_word.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1022,move_backward,1,move backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_move_backward.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1023,right_hander,0,right-hander,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_right_hander.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1024,forward,1,forward,5,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_forward.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1025,don_t_go_forward,0,don't go forward,6,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_don_t_go_forward.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1026,go_forward,1,go forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_go_forward.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1027,go_backward,1,go backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_go_backward.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1028,grith,0,girth,1,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_grith.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1029,drawback,0,drawback,1,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_drawback.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1030,write,0,write,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_write.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1031,rightmost,0,rightmost,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_rightmost.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1032,go_left,1,go left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_go_left.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1033,don_t_go_right,0,don't go right,6,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_don_t_go_right.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1034,wright,0,wright,2,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_wright.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1035,drive_left,1,drive left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_drive_left.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1036,drive_right,1,drive right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_drive_right.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1037,placard,0,placard,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_placard.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1038,your_word,0,your word,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_your_word.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1039,right,1,right,5,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_right.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1040,right_left,0,right left,0,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_right_left.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1041,don_t_go_backward,0,don't go backward,6,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_don_t_go_backward.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1042,scan_left,0,scan left,7,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_scan_left.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1043,felt,0,felt,1,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_felt.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1044,byte,0,byte,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_byte.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1045,left,1,left,5,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_left.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1046,move_forward,1,move forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_move_forward.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1047,clefting,0,clefting,2,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_clefting.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1048,straightforward,0,straightforward,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_straightforward.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1049,move_right,1,move right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_move_right.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1050,don_t_go_left,0,don't go left,6,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_don_t_go_left.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1051,left_right,0,left right,0,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_left_right.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1052,go_back,1,go back,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_go_back.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1053,drive_backward,1,drive backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56/9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56_drive_backward.wav,9d1fd6df-a64a-4de8-b180-084dba969e01_2020-08-19_22-27-56,34-37,german,indeterminate
1054,wright,0,wright,2,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_wright.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1055,drawback,0,drawback,1,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_drawback.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1056,placard,0,placard,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_placard.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1057,go_backward,1,go backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_go_backward.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1058,write,0,write,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_write.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1059,grith,0,girth,1,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_grith.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1060,don_t_go_left,0,don't go left,6,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_don_t_go_left.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1061,move_forward,1,move forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_move_forward.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1062,move_left,1,move left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_move_left.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1063,air_fright,0,air fright,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_air_fright.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1064,drive_right,1,drive right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_drive_right.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1065,right,1,right,5,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_right.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
